Category,Cent@99,Fed@99,Cent@95,Fed@95,Cent@90,Fed@90
engine_wiring,11.180124223602485,1.2422360248447204,23.60248447204969,6.521739130434782,25.77639751552795,10.869565217391305
pipe_clip,0.0,2.112676056338028,3.5211267605633805,3.5211267605633805,6.338028169014084,11.267605633802818
pipe_staple,0.0,0.0,3.418803418803419,0.0,5.982905982905983,0.0
tank_screw,2.1052631578947367,2.1052631578947367,3.1578947368421053,4.2105263157894735,6.315789473684211,7.368421052631578
underbody_pipes,0.0,17.391304347826086,0.0,35.32608695652174,0.0,53.80434782608695
underbody_screw,83.33333333333334,0.0,83.33333333333334,0.0,94.44444444444444,0.0
